id,employee_id,date_taken,taken_by,file_taken_time,documents_taken,status_of_documents,taken_by_email,expected_return_date
579,55307,7/14/2023,Shobha M J,10.20am,"PAN Card, EPF Form, Appointment Letter, NDA Declaration",Returned - Archive 13,shobhamj@manipalgroup.info,19/07/2025
580,45778,7/14/2023,Ashoka,10.35am,"Passport Photo, Appointment Letter",Returned - Archive 92,mariem@manipalgroup.info,12/07/2025
581,11082,7/15/2023,Shobha M J,9.40am,"NDA Declaration, Aadhar Card, Appointment Letter",Exit - Archive 98,ashoka@manipalgroup.info,16/07/2025
582,45449,7/17/2023,mariem,9.30am,"PAN Card, EPF Form, Appointment Letter",Returned - Archive 26,ashoka@manipalgroup.info,11/07/2025
583,43851,7/17/2023,mariem,10.15am,"EPF Form, Appointment Letter, NDA Declaration, Passport Photo",Exit - Archive 48,mariem@manipalgroup.info,21/07/2025
584,44171,7/17/2023,Bindiya,10.15am,"Employment Form, Aadhar Card, NDA Declaration",Exit - Archive 59,spg@manipalgroup.info,10/07/2025
585,61298,7/18/2023,Shobha M J,9.31am,"Aadhar Card, EPF Form, Employment Form",Returned - Archive 21,spg@manipalgroup.info,16/07/2025
586,44760,7/19/2023,Ashoka,9.55am,"Passport Photo, PAN Card, EPF Form",Returned - Archive 31,ashoka@manipalgroup.info,17/07/2025
587,45743,7/19/2023,Shobha M J,5.10pm,Aadhar Card,Exit - Archive 90,spg@manipalgroup.info,25/07/2025
588,41139,7/19/2023,mariem,5.10pm,"Passport Photo, Appointment Letter",Exit - Archive 22,ashoka@manipalgroup.info,22/07/2025
589,41849,7/19/2023,Ashoka,5.10pm,"Passport Photo, EPF Form",Exit - Archive 72,mariem@manipalgroup.info,28/07/2025
590,45295,7/20/2023,Bindiya,12.30pm,"Passport Photo, Aadhar Card, Employment Form",Returned - Archive 31,bindiya@manipalgroup.info,20/07/2025
591,45280,7/20/2023,Ashoka,12.30pm,"Aadhar Card, Passport Photo, NDA Declaration",Returned - Archive 50,spg@manipalgroup.info,21/07/2025
592,45704,7/20/2023,SPG,12.30pm,"Passport Photo, Aadhar Card",Returned - Archive 80,mariem@manipalgroup.info,16/07/2025
593,45674,7/20/2023,Ashoka,12.30pm,"Appointment Letter, EPF Form",Returned - Archive 40,shobhamj@manipalgroup.info,13/07/2025
594,65730,7/20/2023,Shobha M J,12.30pm,"Appointment Letter, PAN Card, NDA Declaration, EPF Form",Returned - Archive 2,ashoka@manipalgroup.info,19/07/2025
595,24015,7/20/2023,Shobha M J,12.10pm,"Employment Form, NDA Declaration, Passport Photo",Returned - Archive 71,spg@manipalgroup.info,13/07/2025
596,40301,7/20/2023,Bindiya,12.10pm,"PAN Card, EPF Form",Returned - Archive 11,spg@manipalgroup.info,18/07/2025
597,40449,7/20/2023,Shobha M J,12.10pm,EPF Form,Returned - Archive 75,spg@manipalgroup.info,12/07/2025
598,40681,7/20/2023,Shobha M J,12.10pm,PAN Card,Returned - Archive 8,spg@manipalgroup.info,26/07/2025
599,40739,7/20/2023,Ashoka,12.10pm,"EPF Form, Employment Form",Returned - Archive 3,bindiya@manipalgroup.info,21/07/2025
600,40936,7/20/2023,Bindiya,12.10pm,"NDA Declaration, PAN Card, EPF Form, Appointment Letter",Returned - Archive 62,spg@manipalgroup.info,19/07/2025
601,40977,7/20/2023,SPG,12.10pm,"NDA Declaration, Passport Photo",Returned - Archive 9,mariem@manipalgroup.info,24/07/2025
602,41394,7/20/2023,SPG,12.10pm,Appointment Letter,Returned - Archive 39,shobhamj@manipalgroup.info,13/07/2025
603,41530,7/20/2023,Ashoka,12.10pm,"Passport Photo, Aadhar Card, NDA Declaration, Appointment Letter",Returned - Archive 66,mariem@manipalgroup.info,28/07/2025
604,41797,7/20/2023,SPG,12.10pm,"NDA Declaration, Appointment Letter, PAN Card, Passport Photo",Returned - Archive 23,spg@manipalgroup.info,20/07/2025
605,41798,7/20/2023,mariem,12.10pm,"NDA Declaration, Employment Form, Passport Photo",Returned - Archive 12,spg@manipalgroup.info,15/07/2025
606,41885,7/20/2023,Bindiya,12.10pm,"EPF Form, NDA Declaration, Aadhar Card, Passport Photo",Returned - Archive 5,ashoka@manipalgroup.info,21/07/2025
607,42799,7/20/2023,Bindiya,12.10pm,"Passport Photo, Aadhar Card, NDA Declaration",Returned - Archive 63,bindiya@manipalgroup.info,21/07/2025
608,42842,7/20/2023,SPG,12.10pm,"NDA Declaration, EPF Form, Passport Photo, Employment Form",Returned - Archive 63,bindiya@manipalgroup.info,19/07/2025
609,42872,7/20/2023,Shobha M J,12.10pm,Appointment Letter,Returned - Archive 76,ashoka@manipalgroup.info,19/07/2025
610,43786,7/20/2023,Bindiya,12.10pm,"Passport Photo, NDA Declaration, Employment Form, Aadhar Card",Returned - Archive 60,mariem@manipalgroup.info,16/07/2025
611,45526,7/20/2023,SPG,12.10pm,EPF Form,Returned - Archive 94,shobhamj@manipalgroup.info,10/07/2025
612,44801,7/20/2023,SPG,12.10pm,NDA Declaration,Returned - Archive 42,bindiya@manipalgroup.info,15/07/2025
613,42875,7/20/2023,SPG,12.10pm,"PAN Card, Passport Photo",Returned - Archive 97,shobhamj@manipalgroup.info,17/07/2025
614,85017,7/20/2023,Bindiya,12.10pm,Appointment Letter,Returned - Archive 35,mariem@manipalgroup.info,20/07/2025
615,55756,7/20/2023,Shobha M J,10.30am,"NDA Declaration, Employment Form, Appointment Letter, PAN Card",Exit - Archive 19,bindiya@manipalgroup.info,21/07/2025
616,55307,7/20/2023,Bindiya,10.30am,"Appointment Letter, EPF Form, PAN Card",Exit - Archive 74,shobhamj@manipalgroup.info,21/07/2025
617,55753,7/21/2023,mariem,11.05am,"EPF Form, Passport Photo, Appointment Letter, NDA Declaration",Exit - Archive 14,bindiya@manipalgroup.info,11/07/2025
618,45646,7/24/2023,SPG,10.43am,"Passport Photo, Employment Form",Exit - Archive 21,mariem@manipalgroup.info,12/07/2025
619,45771,7/24/2023,Ashoka,10.43am,Passport Photo,Exit - Archive 88,mariem@manipalgroup.info,25/07/2025
620,28359,7/24/2023,Ashoka,5.30pm,Passport Photo,Returned - Archive 22,mariem@manipalgroup.info,21/07/2025
621,28358,7/24/2023,Ashoka,5.30pm,"EPF Form, Passport Photo",Returned - Archive 42,bindiya@manipalgroup.info,25/07/2025
622,28361,7/24/2023,Shobha M J,5.30pm,Passport Photo,Returned - Archive 31,spg@manipalgroup.info,11/07/2025
623,28360,7/24/2023,Ashoka,5.30pm,"EPF Form, PAN Card",Returned - Archive 9,shobhamj@manipalgroup.info,26/07/2025
624,28363,7/24/2023,Ashoka,5.30pm,"Passport Photo, Aadhar Card",Returned - Archive 21,ashoka@manipalgroup.info,28/07/2025
625,28373,7/24/2023,Bindiya,5.30pm,"NDA Declaration, Employment Form, EPF Form",Returned - Archive 75,mariem@manipalgroup.info,14/07/2025
626,28384,7/24/2023,Ashoka,5.30pm,PAN Card,Returned - Archive 45,mariem@manipalgroup.info,25/07/2025
627,28409,7/24/2023,Ashoka,5.30pm,"NDA Declaration, EPF Form",Returned - Archive 13,shobhamj@manipalgroup.info,19/07/2025
628,28416,7/24/2023,mariem,5.30pm,"PAN Card, Passport Photo, Employment Form",Returned - Archive 39,shobhamj@manipalgroup.info,27/07/2025
629,28415,7/24/2023,SPG,5.30pm,PAN Card,Returned - Archive 78,shobhamj@manipalgroup.info,16/07/2025
630,28421,7/24/2023,mariem,5.30pm,"NDA Declaration, PAN Card",Returned - Archive 36,bindiya@manipalgroup.info,25/07/2025
631,28423,7/24/2023,Ashoka,5.30pm,"Employment Form, Appointment Letter",Returned - Archive 17,bindiya@manipalgroup.info,14/07/2025
632,45007,7/24/2023,SPG,5.35pm,Aadhar Card,Exit - Archive 62,bindiya@manipalgroup.info,17/07/2025
633,28376,7/25/2023,Ashoka,10.30am,PAN Card,Returned - Archive 36,ashoka@manipalgroup.info,15/07/2025
634,28356,7/25/2023,Shobha M J,10.30am,"NDA Declaration, Aadhar Card, Passport Photo",Returned - Archive 32,ashoka@manipalgroup.info,10/07/2025
635,28391,7/25/2023,Ashoka,10.30am,"Appointment Letter, PAN Card, Passport Photo",Returned - Archive 52,mariem@manipalgroup.info,17/07/2025
636,28396,7/25/2023,SPG,10.30am,"NDA Declaration, EPF Form, Aadhar Card",Returned - Archive 98,mariem@manipalgroup.info,27/07/2025
637,86130,7/25/2023,Bindiya,10.40am,"Appointment Letter, Employment Form, EPF Form, NDA Declaration",Exit - Archive 64,spg@manipalgroup.info,16/07/2025
638,42382,7/25/2023,Shobha M J,11.07am,"NDA Declaration, Appointment Letter, EPF Form",Returned - Archive 38,shobhamj@manipalgroup.info,17/07/2025
639,45098,7/25/2023,Ashoka,10.40am,"Passport Photo, PAN Card, Employment Form, Aadhar Card",Returned - Archive 1,mariem@manipalgroup.info,16/07/2025
640,45209,7/25/2023,Shobha M J,10.40am,"PAN Card, NDA Declaration",Returned - Archive 86,shobhamj@manipalgroup.info,19/07/2025
641,45240,7/25/2023,Ashoka,10.40am,NDA Declaration,Returned - Archive 76,ashoka@manipalgroup.info,14/07/2025
642,45533,7/25/2023,Shobha M J,10.40am,Appointment Letter,Returned - Archive 47,spg@manipalgroup.info,24/07/2025
643,45571,7/25/2023,SPG,10.40am,EPF Form,Returned - Archive 67,spg@manipalgroup.info,25/07/2025
644,55769,7/25/2023,SPG,10.40am,"Appointment Letter, Employment Form, PAN Card, Passport Photo",Returned - Archive 99,ashoka@manipalgroup.info,10/07/2025
645,10186,7/25/2023,Ashoka,11.05am,"PAN Card, NDA Declaration",Returned - Archive 85,bindiya@manipalgroup.info,14/07/2025
646,20558,7/25/2023,mariem,11.05am,"Aadhar Card, PAN Card",Returned - Archive 92,spg@manipalgroup.info,20/07/2025
647,45696,7/25/2023,SPG,11.35am,"Employment Form, EPF Form, Passport Photo",Returned - Archive 51,ashoka@manipalgroup.info,28/07/2025
648,45658,7/25/2023,Ashoka,4.25pm,"Aadhar Card, Passport Photo, Appointment Letter",Exit - Archive 43,shobhamj@manipalgroup.info,15/07/2025
649,11233,7/25/2023,Bindiya,4.25pm,"PAN Card, Employment Form, NDA Declaration, Aadhar Card",Exit - Archive 96,shobhamj@manipalgroup.info,15/07/2025
650,55279,7/25/2023,SPG,4.25pm,EPF Form,Exit - Archive 12,spg@manipalgroup.info,15/07/2025
651,45060,7/25/2023,Shobha M J,4.25pm,"PAN Card, Appointment Letter, NDA Declaration",Exit - Archive 71,shobhamj@manipalgroup.info,13/07/2025
652,61310,7/25/2023,mariem,4.25pm,"Aadhar Card, PAN Card, NDA Declaration",Exit - Archive 9,shobhamj@manipalgroup.info,26/07/2025
653,85055,7/26/2023,Ashoka,11.13am,"PAN Card, Passport Photo, NDA Declaration",Returned - Archive 84,shobhamj@manipalgroup.info,27/07/2025
654,61303,7/26/2023,mariem,9.45am,"Employment Form, PAN Card, Passport Photo",Exit - Archive 24,shobhamj@manipalgroup.info,11/07/2025
655,43688,7/27/2023,Bindiya,9.46am,"Appointment Letter, EPF Form, Aadhar Card, PAN Card",Exit - Archive 38,bindiya@manipalgroup.info,13/07/2025
656,61293,7/27/2023,mariem,9.46am,"Passport Photo, NDA Declaration",Exit - Archive 96,shobhamj@manipalgroup.info,25/07/2025
657,61305,7/27/2023,mariem,10.30am,"Appointment Letter, Employment Form, EPF Form, PAN Card",Exit - Archive 15,spg@manipalgroup.info,16/07/2025
658,24004,7/28/2023,SPG,11.30am,"EPF Form, PAN Card, Appointment Letter",Returned - Archive 95,shobhamj@manipalgroup.info,26/07/2025
659,55778,7/29/2023,mariem,11.30am,"Appointment Letter, Employment Form, Passport Photo",Returned - Archive 88,spg@manipalgroup.info,12/07/2025
660,20068,7/29/2023,mariem,4.52pm,PAN Card,Returned - Archive 81,ashoka@manipalgroup.info,17/07/2025
661,10211,7/29/2023,SPG,4.52pm,"NDA Declaration, Passport Photo",Returned - Archive 10,mariem@manipalgroup.info,14/07/2025
662,15593,7/29/2023,SPG,4.52pm,"EPF Form, NDA Declaration, Aadhar Card",Returned - Archive 59,mariem@manipalgroup.info,19/07/2025
663,20222,7/29/2023,Bindiya,4.52pm,PAN Card,Returned - Archive 52,spg@manipalgroup.info,16/07/2025
664,20062,7/29/2023,SPG,4.52pm,"NDA Declaration, Employment Form, EPF Form",Returned - Archive 34,ashoka@manipalgroup.info,26/07/2025
665,28254,7/29/2023,mariem,4.52pm,"Appointment Letter, Passport Photo",Returned - Archive 54,mariem@manipalgroup.info,21/07/2025
666,20558,7/29/2023,mariem,4.52pm,EPF Form,Returned - Archive 89,shobhamj@manipalgroup.info,17/07/2025
667,20252,7/29/2023,Bindiya,4.52pm,"PAN Card, Passport Photo",Returned - Archive 77,ashoka@manipalgroup.info,25/07/2025
668,20007,7/29/2023,Shobha M J,4.52pm,"Aadhar Card, EPF Form, Appointment Letter, PAN Card",Returned - Archive 90,mariem@manipalgroup.info,11/07/2025
669,10234,7/29/2023,mariem,4.52pm,"PAN Card, EPF Form",Returned - Archive 56,bindiya@manipalgroup.info,14/07/2025
670,85055,7/31/2023,SPG,10.25am,NDA Declaration,Returned - Archive 19,ashoka@manipalgroup.info,27/07/2025
671,20336,7/31/2023,mariem,12.18pm,"Appointment Letter, Passport Photo, PAN Card, Aadhar Card",Returned - Archive 70,bindiya@manipalgroup.info,14/07/2025
672,43539,7/31/2023,SPG,3.10pm,"NDA Declaration, PAN Card",Returned - Archive 72,spg@manipalgroup.info,20/07/2025
673,44579,7/31/2023,Ashoka,3.10pm,"NDA Declaration, Aadhar Card, Employment Form",Returned - Archive 93,mariem@manipalgroup.info,22/07/2025
674,43539,7/31/2023,mariem,3.45pm,Aadhar Card,Returned - Archive 84,spg@manipalgroup.info,20/07/2025
675,30156,7/31/2023,SPG,3.49pm,NDA Declaration,Returned - Archive 33,bindiya@manipalgroup.info,20/07/2025
676,20215,8/1/2023,mariem,11.13am,"EPF Form, NDA Declaration, Passport Photo, Employment Form",Returned - Archive 72,spg@manipalgroup.info,12/07/2025
677,45364,8/1/2023,Shobha M J,11.42am,"Appointment Letter, Aadhar Card",Returned - Archive 80,shobhamj@manipalgroup.info,16/07/2025
678,20341,8/1/2023,Shobha M J,2.58pm,NDA Declaration,Returned - Archive 83,ashoka@manipalgroup.info,24/07/2025
679,20021,8/1/2023,Ashoka,2.58pm,"NDA Declaration, PAN Card, EPF Form",Returned - Archive 99,bindiya@manipalgroup.info,14/07/2025
680,20081,8/1/2023,SPG,2.58pm,Aadhar Card,Returned - Archive 81,shobhamj@manipalgroup.info,22/07/2025
681,20509,8/1/2023,Ashoka,2.58pm,"PAN Card, Appointment Letter, EPF Form, Aadhar Card",Returned - Archive 54,mariem@manipalgroup.info,28/07/2025
682,40497,8/1/2023,Ashoka,4.20pm,"Appointment Letter, NDA Declaration",Returned - Archive 82,mariem@manipalgroup.info,14/07/2025
683,45624,8/2/2023,Ashoka,3.41pm,"NDA Declaration, PAN Card, EPF Form",Returned - Archive 35,shobhamj@manipalgroup.info,12/07/2025
684,45760,8/2/2023,Shobha M J,3.41pm,Appointment Letter,Returned - Archive 20,bindiya@manipalgroup.info,23/07/2025
685,44760,8/3/2023,SPG,9.40am,"Employment Form, Aadhar Card, Passport Photo, PAN Card",Returned - Archive 32,mariem@manipalgroup.info,18/07/2025
686,10363,8/3/2023,Shobha M J,4.21pm,"EPF Form, PAN Card, Appointment Letter",Returned - Archive 70,bindiya@manipalgroup.info,18/07/2025
687,28349,8/3/2023,Bindiya,4.21pm,PAN Card,Returned - Archive 66,shobhamj@manipalgroup.info,13/07/2025
688,28345,8/3/2023,SPG,4.21pm,Aadhar Card,Returned - Archive 69,bindiya@manipalgroup.info,11/07/2025
689,28372,8/3/2023,Bindiya,4.21pm,"Aadhar Card, Passport Photo, Appointment Letter, EPF Form",Returned - Archive 16,bindiya@manipalgroup.info,28/07/2025
690,45779,8/3/2023,SPG,5.15pm,"Employment Form, Passport Photo",Exit - Archive 74,spg@manipalgroup.info,15/07/2025
691,40522,8/4/2023,Ashoka,5.31pm,"Aadhar Card, Appointment Letter, Employment Form",Reteried - Archive 43,shobhamj@manipalgroup.info,24/07/2025
692,11237,8/7/2023,Ashoka,10.55am,"Aadhar Card, NDA Declaration, Passport Photo, Appointment Letter",Exit - Archive 75,shobhamj@manipalgroup.info,23/07/2025
693,41137,8/7/2023,SPG,10.35am,"NDA Declaration, Employment Form",Exit - Archive 46,ashoka@manipalgroup.info,24/07/2025
694,45609,8/7/2023,Ashoka,10.35am,"Employment Form, PAN Card, Aadhar Card",Exit - Archive 47,spg@manipalgroup.info,24/07/2025
695,30845,8/7/2023,Shobha M J,10.35am,"PAN Card, Employment Form, EPF Form, Passport Photo",Exit - Archive 62,shobhamj@manipalgroup.info,19/07/2025
696,44179,8/7/2023,mariem,10.35am,"Employment Form, PAN Card, EPF Form",Exit - Archive 72,shobhamj@manipalgroup.info,10/07/2025
697,45277,8/7/2023,Shobha M J,10.35am,"Aadhar Card, EPF Form, Employment Form, Passport Photo",Exit - Archive 9,shobhamj@manipalgroup.info,28/07/2025
698,26107,8/8/2023,mariem,9.45pm,"Appointment Letter, NDA Declaration",Exit - Archive 4,spg@manipalgroup.info,23/07/2025
699,45679,8/11/2023,mariem,11.05am-,"PAN Card, Appointment Letter, Aadhar Card",Returned - Archive 49,mariem@manipalgroup.info,21/07/2025
700,45315,8/16/2023,Shobha M J,1138am,"PAN Card, NDA Declaration, EPF Form, Aadhar Card",Returned - Archive 15,ashoka@manipalgroup.info,23/07/2025
701,41841,8/17/2023,mariem,11.58am,Passport Photo,Exit - Archive 32,mariem@manipalgroup.info,23/07/2025
702,41349,8/17/2023,Ashoka,11.58am,"NDA Declaration, Aadhar Card, Appointment Letter, Employment Form",Exit - Archive 25,ashoka@manipalgroup.info,23/07/2025
703,20336,8/18/2023,Bindiya,11.20am,PAN Card,Returned - Archive 71,shobhamj@manipalgroup.info,16/07/2025
704,28244,8/19/2023,Bindiya,11.15am,Passport Photo,Returned - Archive 13,mariem@manipalgroup.info,15/07/2025
705,28246,8/19/2023,Shobha M J,11.15am,"PAN Card, Employment Form, Aadhar Card, NDA Declaration",Returned - Archive 56,mariem@manipalgroup.info,26/07/2025
706,28207,8/19/2023,mariem,11.15am,Aadhar Card,Returned - Archive 2,bindiya@manipalgroup.info,26/07/2025
707,28339,8/19/2023,Shobha M J,11.15am,"PAN Card, NDA Declaration",Returned - Archive 88,spg@manipalgroup.info,23/07/2025
708,28340,8/19/2023,Bindiya,11.15am,"Employment Form, EPF Form, NDA Declaration, Appointment Letter",Returned - Archive 41,bindiya@manipalgroup.info,17/07/2025
709,11115,8/19/2023,mariem,9.50am,Employment Form,Exit - Archive 80,mariem@manipalgroup.info,25/07/2025
710,44144,8/22/2023,Bindiya,10.45am,"PAN Card, EPF Form",Exit - Archive 62,mariem@manipalgroup.info,16/07/2025
711,43307,8/25/2023,Ashoka,10.45am,"PAN Card, NDA Declaration, Aadhar Card, Employment Form",Exit - Archive 70,bindiya@manipalgroup.info,11/07/2025
712,45571,8/29/2023,Bindiya,2.20pm,"NDA Declaration, Aadhar Card, Passport Photo, Appointment Letter",Exit - Archive 23,ashoka@manipalgroup.info,28/07/2025
713,55749,8/29/2023,mariem,2.35pm,"Employment Form, PAN Card",Returned - Archive 77,bindiya@manipalgroup.info,20/07/2025
714,30772,8/29/2023,Bindiya,2.50pm,Aadhar Card,Exit - Archive 69,spg@manipalgroup.info,13/07/2025
715,45704,8/29/2023,Ashoka,3.05pm,"Aadhar Card, NDA Declaration",Returned - Archive 41,shobhamj@manipalgroup.info,15/07/2025
716,45678,8/30/2023,SPG,10.15am,"PAN Card, NDA Declaration",Returned - Archive 93,bindiya@manipalgroup.info,26/07/2025
717,45711,8/30/2023,Shobha M J,10.45am,"Aadhar Card, Passport Photo",Exit - Archive 54,bindiya@manipalgroup.info,14/07/2025
718,45759,8/31/2023,Bindiya,10.25am,"Passport Photo, EPF Form",Exit - Archive 35,bindiya@manipalgroup.info,18/07/2025
719,40399,8/31/2023,Ashoka,10.25am,"Passport Photo, Appointment Letter, EPF Form, PAN Card",Exit - Archive 81,shobhamj@manipalgroup.info,16/07/2025
720,41363,8/31/2023,mariem,10.25am,Aadhar Card,Exit - Archive 79,bindiya@manipalgroup.info,21/07/2025
721,28348,9/2/2023,SPG,10.35am,"EPF Form, Appointment Letter, Aadhar Card, PAN Card",Returned - Archive 1,mariem@manipalgroup.info,14/07/2025
722,28208,9/2/2023,mariem,10.35am,"Aadhar Card, Passport Photo",Returned - Archive 32,mariem@manipalgroup.info,21/07/2025
723,28341,9/2/2023,SPG,10.35am,"Passport Photo, EPF Form, Appointment Letter",Returned - Archive 86,spg@manipalgroup.info,20/07/2025
724,45153,9/6/2023,SPG,3.45pm,"Aadhar Card, Employment Form, PAN Card, NDA Declaration",Exit - Archive 86,spg@manipalgroup.info,26/07/2025
725,45508,9/6/2023,Shobha M J,3.45pm,"PAN Card, NDA Declaration, Aadhar Card, EPF Form",Exit - Archive 10,mariem@manipalgroup.info,28/07/2025
726,45313,9/6/2023,mariem,3.45pm,"PAN Card, Passport Photo",Exit - Archive 41,bindiya@manipalgroup.info,17/07/2025
727,45601,9/6/2023,Ashoka,3.45pm,Appointment Letter,Exit - Archive 48,spg@manipalgroup.info,18/07/2025
728,84004,9/6/2023,Shobha M J,10.35am,"Appointment Letter, EPF Form",Exit - Archive 35,spg@manipalgroup.info,19/07/2025
729,55651,9/11/2023,Shobha M J,11.15am,Appointment Letter,Exit - Archive 1,ashoka@manipalgroup.info,15/07/2025
730,28363,9/12/2023,Shobha M J,10.11am,"PAN Card, Employment Form, Passport Photo, NDA Declaration",Returned - Archive 17,shobhamj@manipalgroup.info,23/07/2025
731,45783,9/13/2023,mariem,10.35am,"EPF Form, PAN Card",Exit - Archive 97,ashoka@manipalgroup.info,18/07/2025
732,45418,9/14/2023,Bindiya,10.35am,Aadhar Card,Exit - Archive 49,mariem@manipalgroup.info,13/07/2025
733,45203,9/15/2023,Shobha M J,10.35am,NDA Declaration,Exit - Archive 31,ashoka@manipalgroup.info,14/07/2025
734,45068,9/15/2023,mariem,10.35am,"Appointment Letter, PAN Card, NDA Declaration",Exit - Archive 32,bindiya@manipalgroup.info,16/07/2025
735,11050,9/15/2023,Bindiya,10.35am,"Aadhar Card, NDA Declaration, PAN Card, Passport Photo",Exit - Archive 45,shobhamj@manipalgroup.info,17/07/2025
736,30768,9/15/2023,SPG,10.35am,"Passport Photo, Employment Form",Exit - Archive 71,ashoka@manipalgroup.info,13/07/2025
737,11244,9/15/2023,Bindiya,10.45am,"PAN Card, Appointment Letter, NDA Declaration",Returned - Archive 50,ashoka@manipalgroup.info,22/07/2025
738,45737,9/15/2023,Shobha M J,10.35am,"Appointment Letter, PAN Card, Passport Photo, Aadhar Card",Exit - Archive 42,bindiya@manipalgroup.info,12/07/2025
739,55566,9/15/2023,Ashoka,4.25pm,"NDA Declaration, PAN Card, Appointment Letter, Aadhar Card",Exit - Archive 83,ashoka@manipalgroup.info,22/07/2025
740,42100,9/18/2023,Ashoka,11.05am,"NDA Declaration, Appointment Letter, Aadhar Card, EPF Form",Exit - Archive 82,bindiya@manipalgroup.info,21/07/2025
741,41644,9/18/2023,mariem,5.45pm,"Appointment Letter, Employment Form, PAN Card",Returned - Archive 78,ashoka@manipalgroup.info,21/07/2025
742,41080,9/18/2023,mariem,5.45pm,EPF Form,Returned - Archive 22,mariem@manipalgroup.info,27/07/2025
743,41644,9/20/2023,Bindiya,9.45am,"EPF Form, PAN Card, Aadhar Card",Returned - Archive 75,shobhamj@manipalgroup.info,13/07/2025
744,41080,9/20/2023,Bindiya,9.45am,"Appointment Letter, Employment Form, PAN Card, NDA Declaration",Returned - Archive 99,bindiya@manipalgroup.info,20/07/2025
745,45448,9/20/2023,Ashoka,5.30pm,"Employment Form, Appointment Letter, PAN Card, Passport Photo",Exit - Archive 8,bindiya@manipalgroup.info,11/07/2025
746,28205,9/20/2023,Bindiya,5.45pm,"Appointment Letter, Passport Photo, PAN Card",Returned - Archive 27,spg@manipalgroup.info,16/07/2025
747,28209,9/20/2023,Ashoka,5.45pm,"Aadhar Card, PAN Card, NDA Declaration, Appointment Letter",Returned - Archive 64,spg@manipalgroup.info,14/07/2025
748,77003,9/22/2023,Bindiya,10.15am,"PAN Card, Appointment Letter, Employment Form",Returned - Archive 38,ashoka@manipalgroup.info,14/07/2025
749,77134,9/22/2023,Shobha M J,10.15am,"Employment Form, Aadhar Card",Returned - Archive 44,ashoka@manipalgroup.info,28/07/2025
750,45771,9/22/2023,mariem,11.10am,EPF Form,Exit - Archive 76,spg@manipalgroup.info,28/07/2025
751,45772,9/22/2023,SPG,11.10am,NDA Declaration,Exit - Archive 15,mariem@manipalgroup.info,16/07/2025
752,45738,9/22/2023,Bindiya,11.10am,"NDA Declaration, EPF Form, Passport Photo",Exit - Archive 17,spg@manipalgroup.info,20/07/2025
753,28283,9/22/2023,Bindiya,05-08pm,"NDA Declaration, Appointment Letter",Returned - Archive 58,ashoka@manipalgroup.info,11/07/2025
754,20120,9/22/2023,SPG,05-08pm,"NDA Declaration, Passport Photo",Returned - Archive 94,spg@manipalgroup.info,21/07/2025
755,45744,9/22/2023,mariem,5.35pm,EPF Form,Exit - Archive 89,bindiya@manipalgroup.info,19/07/2025
756,55020,9/25/2023,Bindiya,10.20am,"Employment Form, Passport Photo, PAN Card",Returned - Archive 56,ashoka@manipalgroup.info,28/07/2025
757,45231,9/25/2023,Bindiya,12.35PM,"Aadhar Card, PAN Card, EPF Form",Exit - Archive 41,mariem@manipalgroup.info,20/07/2025
758,44733,9/25/2023,Ashoka,2.05pm,Aadhar Card,Returned - Archive 1,bindiya@manipalgroup.info,16/07/2025
759,28282,9/26/2023,SPG,5.15pm,Employment Form,Returned - Archive 31,bindiya@manipalgroup.info,18/07/2025
760,61288,9/27/2023,mariem,10.30pm,"Appointment Letter, NDA Declaration, Passport Photo",Returned - Archive 60,mariem@manipalgroup.info,17/07/2025
761,45195,9/27/2023,SPG,10.20am,"EPF Form, Appointment Letter",Exit - Archive 10,ashoka@manipalgroup.info,28/07/2025
762,44781,9/27/2023,SPG,3.25pm,"NDA Declaration, Passport Photo, Employment Form",Returned - Archive 29,bindiya@manipalgroup.info,27/07/2025
763,61285,9/28/2023,Shobha M J,9.42am,"Employment Form, Aadhar Card, Passport Photo",Returned - Archive 22,bindiya@manipalgroup.info,25/07/2025
764,77003,9/28/2023,Ashoka,10.15am,"Passport Photo, NDA Declaration, PAN Card",Returned - Archive 59,mariem@manipalgroup.info,27/07/2025
765,77134,9/28/2023,Shobha M J,10.15am,"EPF Form, Employment Form",Returned - Archive 78,bindiya@manipalgroup.info,23/07/2025
766,45765,9/28/2023,mariem,9.45am,Aadhar Card,Exit - Archive 76,bindiya@manipalgroup.info,28/07/2025
767,43639,9/28/2023,Ashoka,5.14pm,"EPF Form, Aadhar Card",Returned - Archive 7,ashoka@manipalgroup.info,27/07/2025
768,28339,9/29/2023,Bindiya,3.30pm,"Employment Form, EPF Form, PAN Card",Returned - Archive 32,shobhamj@manipalgroup.info,18/07/2025
769,28342,9/29/2023,Ashoka,3.30pm,Appointment Letter,Returned - Archive 55,ashoka@manipalgroup.info,13/07/2025
770,28345,9/29/2023,SPG,3.30pm,"Appointment Letter, EPF Form",Returned - Archive 22,mariem@manipalgroup.info,20/07/2025
771,28346,9/29/2023,Bindiya,3.30pm,Passport Photo,Returned - Archive 91,ashoka@manipalgroup.info,23/07/2025
772,28359,9/29/2023,Ashoka,3.30pm,"Appointment Letter, NDA Declaration, Passport Photo",Returned - Archive 55,ashoka@manipalgroup.info,27/07/2025
